,Smiles,Standard Value
1648,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(F)c(F)c4)nn3C)[nH]c2n(CCC)c1=O,78
2005,CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,78
2425,O=C(Nc1ccc(-c2ccncc2)c(-c2cncs2)n1)C1CC1,78
2480,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc([N+](=O)[O-])cc4)nn3C)[nH]c2n(CCC)c1=O,78
264,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(=O)c5ccccc5)cc4)cc3)cc2n(CCC)c1=O,77.62
1647,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NC4CCCC4)cc3)nc2n(CCCOC)c1=O,77.62
459,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(C(=O)O)cc5)C4)c3)nc2n(CCC)c1=O,77
2165,CCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,76.6
45,CCCn1c(=O)c2nc(-c3cc(OCC(=O)N4CCN(C)CC4)nn3C)[nH]c2n(CCC)c1=O,76
1717,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5c(C(F)(F)F)cc(C(F)(F)F)cc5[nH]4)no3)nc2n(CCC)c1=O,76
1798,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,76
2248,CCCn1c(=O)c2nc(-c3cc(OCC(=O)N4CCN(C)CC4)nn3C)[nH]c2n(CCC)c1=O,76
2175,N#Cc1c(-c2cccs2)cc(-c2ccco2)nc1N,75
1,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccccc5C(F)(F)F)no4)c3)[nH]c2n(CCC)c1=O,74
627,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(C(C)CC)cc4)nn3C)[nH]c2n(CCC)c1=O,74
2710,CCCn1c(=O)c2nc(-c3cnn(CCc4ccccc4)c3)[nH]c2n(CCC)c1=O,74
3275,N#Cc1c(-c2cccc(Cl)c2)nc(N)nc1-c1cccc(Cl)c1,73.6
1182,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,73.24
3243,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,73.24
3258,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,73.24
872,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,73.2
3163,CCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CC)c1=O,73.2
2892,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2c1=O,73
228,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(CCCOC)c1=O,72.44
624,O=C(Nc1ccc(-c2ccncc2)c(-n2cccn2)n1)C1CC1,72
1731,CCCn1c(=O)c2[nH]c(-c3ccc(C(C)=O)cc3)c(O)c2n(CCC)c1=O,71
1856,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(COc3ccccc3)c2c1)c1ccccc1,71
3064,CCCn1c(=O)c2[nH]c(-c3ccc(OCC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)nc3)nc2n(CCC)c1=O,71
503,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccco4)cc3)cc2n(C)c1=O,70.79
597,CCn1c(=O)c2[nH]c(-c3ccc(-c4ccccc4)cc3)nc2n(CCCOC)c1=O,70.79
651,CC(Oc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1)C(=O)N1CCN(c2ccccc2Cl)CC1,70.79
2803,CCCn1c(=O)[nH]c2nc(-c3cccc(OS(=O)(=O)F)c3)[nH]c2c1=O,70.79
407,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2c1=O,70
783,CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,70
1272,O=C(Nc1cccc(Cl)c1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,70
1541,CCCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)[O-])cc3)nc2c1=O.[K+],70
1943,Cn1c(=O)c(S(C)(=O)=O)c(CCc2ccccc2)c2cc(OCC(=O)NCc3ccccc3)ccc21,70
2416,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(COc3ccccc3)c2c1)c1ccccc1,70
2445,CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,70
3198,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(F)cc4)no3)[nH]c2n(CCC)c1=O,70
646,COc1cc(OCC(=O)Nc2ccccc2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,69.18
2352,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccc5Cl)CC4)cc3)cc2n(C)c1=O,69.18
82,CCCn1c(=O)c2[nH]c(-c3cc(OCC4CC(=O)N(c5cccc(C(F)(F)F)c5)C4)no3)nc2n(CCC)c1=O,69
1876,CCCSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,69
2753,N#Cc1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,69
2702,CC1=C(C(=O)OC(C)C)C(c2cncs2)n2c(nc3ccccc32)N1,68.3
199,Cn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,68
1933,O=C(NCc1ccccc1)NCc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1,68
2102,CC(O)CNc1nc2ccccc2n2nc(-c3ccco3)nc12,67.61
656,COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3)n2)c1,67.5
1972,Nc1nc(C(=O)NCc2ccccc2F)cc(-c2ccco2)n1,67
2523,CCCCn1c(=O)c2c(nc3n2CCCN3CCc2ccc(OCC(=O)NCCN3CCCC3)cc2)n(CCCC)c1=O,66.3
2403,CCOC(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(CC)c(=O)n3CCCOC)cc1,66.07
1666,CC(C)Cn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(Br)cc4)n(C)n3)[nH]c2n(CC(C)C)c1=O,66
511,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
1254,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
2519,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
2811,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
2866,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
3295,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,65.7
320,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4cccc(OC)c4)n3)nc2n(CCC)c1=O,65
1370,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,65
2062,CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C,65
1729,CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5cccc(C(F)(F)F)c5)n4)c3)[nH]c2n(CCC)c1=O,64
2274,CCCn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,64
2906,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(C)n1,64
3277,COc1cc(OC)cc(-c2nc(Nc3ccccc3)nc(-c3ccccc3)c2C#N)c1,64
1355,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,63.8
797,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C=O)cc4)cc3)cc2n(CCC)c1=O,63.1
356,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,63
2284,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccc(OC)cc5)on4)c3)[nH]c2n(CCC)c1=O,63
2360,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,63
2769,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)c1ccc(F)cc1,63
1652,CCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CC)c1=O,62
2654,C#CCn1cc(-c2nc3c([nH]2)c(=O)n(CCC)c(=O)n3CCC)cn1,62
2046,COCCn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(Cc2ccco2)c1=O,61.66
2224,CC1=C(C(=O)OC(C)C(F)(F)F)C(c2ccco2)NC(=O)N1,61.5
381,CC(C)CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,61
738,CCCn1c(=O)c2[nH]c(-c3cc(OCc4noc(-c5cccc(OC)c5)n4)nn3C)nc2n(CCC)c1=O,61
1592,O=C(COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)NCc1ccccc1,61
2294,CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,61
369,Cn1c(=O)c2nc(-c3ccc(O)cc3)[nH]c2n(C)c1=O,60.7
350,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4cccc(F)c4)cc3)c(Cl)c2n(CCC)c1=O,60.26
1623,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CC(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,60.26
2800,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)F)cc3)nc2n(CCC)c1=O,60.26
1022,CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,60
1593,C[C@@H](NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccccc3)c2c1)c1ccccc1,60
2104,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,60
2263,CCCn1c(=O)c2nc(-c3ccc(/C=C/C(=O)O)cc3)[nH]c2n(CCC)c1=O,60
3013,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(OC)c(OC)c4)n3)nc2n(CCC)c1=O,60
3167,CNc1nc(-c2ccccc2)c(C#N)c(-c2cc(OC)cc(OC)c2)n1,60
1694,CCCn1c(=O)c2nc(-c3cc(O)c(OC)c(O)c3)[nH]c2n(CCC)c1=O,59.5
1211,CC1=C(C(=O)OC(C)C)C(c2ccoc2)N/C(=N/C#N)N1,59.4
1360,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ccc4c3)c2n1,59
1751,CCCn1c(=O)c2nc(-c3cc(NC(=O)Nc4ccc(N(C)C)cc4)nn3C)[nH]c2n(CCC)c1=O,59
3184,Cn1cc(-c2cnc(N)nc2-c2ccco2)ccc1=O,58.9
441,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccccn5)CC4)cc3)cc2n(C)c1=O,58.88
2779,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCCC3)ccc1C2,58.1
236,CCCn1c(=O)c2nc(-c3ccc(NC(=O)Nc4cccc(OC)c4)cc3)[nH]c2n(CCC)c1=O,58
368,COc1ccc(NC(=O)Nc2nc3nn(CC=C(C)C)cc3c3nc(-c4ccco4)nn23)cc1,58
618,CCCn1c(=O)c2nc(-c3cc(N)n(C)n3)[nH]c2n(CCC)c1=O,58
1128,CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(Cl)c4F)c3)[nH]c2n(CCC)c1=O,58
382,COc1cc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCC(=O)N1CCN(c2ccccc2)CC1,57.54
1250,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,57
2207,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,57
408,CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=O)N1,56.7
2972,CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=O)N1,56.7
3215,CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=O)N1,56.7
1086,CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=O)N1,56.6
3170,CC1=C(C(=O)OC(C)C)C(c2ccsc2)NC(=O)N1,56.6
1624,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(=O)OCC)cc4)cc3)cc2n(CCC)c1=O,56.23
993,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,56
1119,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(OCc5ccccc5)cc4)nn3C)[nH]c2n(CCC)c1=O,56
1496,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,56
1649,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(OCc5ccccc5)cc4)nn3C)[nH]c2n(CCC)c1=O,56
2771,O=C(Nc1cnc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,56
2923,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(C)cc4)n3)nc2n(CCC)c1=O,56
3298,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(Cl)n1,55.8
410,CC1=C(C(=O)OC(C)C)C(c2ccco2)n2ncnc2N1,55.6
871,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(C(F)(F)F)cc5)no4)c3)[nH]c2n(CCC)c1=O,55
2238,CCCn1c(=O)c2nc(-c3cc(OCC(=O)N4CCN(c5ccc(F)cc5)CC4)nn3C)[nH]c2n(CCC)c1=O,55
3187,CCCn1c(=O)c2[nH]c(-c3cc(OCC#Cc4cccc(F)c4)no3)nc2n(CCC)c1=O,55
786,CN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,54.95
1669,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5ccc(C)cc5)no4)c3)[nH]c2n(CCC)c1=O,54
2268,CCCn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(CCC)c1=O,54
3022,COc1ccc(NC(=O)Nc2nc3nn(CCC(C)C)cc3c3nc(-c4ccco4)nn23)cc1,54
2149,CCCN(CCC)S(=O)(=O)c1ccc(-c2nc3c(=O)n(CCC)c(=O)[nH]c3[nH]2)cc1,53.8
2282,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(Cc5ccccc5)CC4)cc3)cc2n(C)c1=O,53.7
167,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,53.4
186,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)[O-])cc3)[nH]c2c1=O.[Na+],53.4
375,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)[O-])cc3)nc2c1=O.[K+],53.4
1041,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,53.4
2288,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)[O-])cc3)[nH]c2c1=O.[Na+],53.4
2577,Cn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2c1=O,53.4
2904,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,53.4
2937,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,53.4
3239,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O,53.4
1023,CCCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,53
1150,CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,53
1467,Cc1csc(-c2nc(N)nc3c2nnn3Cc2ccccc2F)n1,53
2461,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(OC)cc4)no3)[nH]c2n(CCC)c1=O,53
798,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C(C)=O)cc4)cc3)c(Cl)c2n(CCC)c1=O,52.48
1289,CC1=C(C(=O)OC(C)C(F)(F)F)C(c2ccoc2)n2c(nc3ccccc32)N1,52.27
1790,CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,52
3274,N#Cc1c(-c2ccccc2)nc(Nc2ccccc2)nc1-c1ccc(F)cc1,51.7
664,COc1ccccc1N1CCN(C(=O)COc2ccc(-c3cc4c([nH]3)c(=O)n(C)c(=O)n4C)cc2)CC1,51.29
1808,COc1cccc(CNC(=O)COc2ccc(-c3cc4c([nH]3)c(=O)n(C)c(=O)n4C)cc2)c1,51.29
2313,Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCc4ccccc4)cc3)cc2n(C)c1=O,51.29
2387,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C(c5ccccc5)c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,51.29
3257,CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)F)cc3)nc2n(CCC)c1=O,51.29
1095,CC(=O)Nc1cc(-c2ccccc2)cc(-c2ccccc2)n1,51.2
166,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,51
241,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,51
564,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,51
981,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc(OC)c(OC)c4)no3)[nH]c2n(CCC)c1=O,51
2776,Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,51
2936,CCOC(=O)C1=C(C)N/C(=N\C#N)NC1c1cccs1,51
484,Cc1cc(-c2nnc(N)nc2-c2ccccc2)cc(C)n1,50.12
2837,N#Cc1c(-c2ccccc2)nc(N)nc1-c1cccc(O)c1,50.1
98,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,50
235,CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5cccc(OC)c5)n4)cc3)[nH]c2n(CCC)c1=O,50
344,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4cccc(F)c4)nn3C)[nH]c2n(CCC)c1=O,50
1007,CCCn1c(=O)c2[nH]c(-c3ccc([N+](=O)[O-])cc3)c(O)c2n(CCC)c1=O,50
1781,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,50
1923,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4cccc(F)c4)nn3C)[nH]c2n(CCC)c1=O,50
1927,CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5cccc(OC)c5)n4)cc3)[nH]c2n(CCC)c1=O,50
3219,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,50
3259,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1ccc[nH]1,49.6
2225,CC(C)OC(=O)C1=C(C(F)(F)F)Nc2nc3ccccc3n2C1c1ccoc1,49.2
500,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc(=O)c5ccccc5[nH]4)nn3C)nc2n(CCC)c1=O,49
620,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,49
1725,CCC(=O)Nc1cc(-c2ccoc2)nc(-c2ccoc2)n1,49
2008,CCCn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(CC)c1=O,49
2877,CCCn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(CC)c1=O,49
737,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc(=O)c5ccccc5[nH]4)nn3C)nc2n(CCC)c1=O,48.98
1515,CCCn1c(=O)c2[nH]c(-c3cccc(N=C=S)c3)nc2n(CCC)c1=O,48.98
2687,CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NN4CCc5ccccc5C4)cc3)nc2n(CCCOC)c1=O,48.98
2801,CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)F)cc3)nc2n(CCC)c1=O,48.98
3045,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)[nH]c2c1=O,48.2
239,CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,48
297,CCCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3)[nH]c2n(CCCC)c1=O,48
385,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NCCN)cc3)nc2n(CCC)c1=O,48
721,CCCn1c(=O)c2nc(-c3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5)on4)c3)[nH]c2n(CCC)c1=O,48
988,CCCn1c(=O)[nH]c2nc(-c3cnn(CC#Cc4cccc(C(=O)O)c4)c3)[nH]c2c1=O,48
1549,O=c1[nH]c2nc(-c3cnn(Cc4noc(-c5ccc(Cl)cc5)n4)c3)[nH]c2c(=O)n1CC1CC1,48
1558,CCCn1c(=O)c2[nH]c(-c3cc(C)n(CC(=O)Nc4ccc(C)c(C)c4)n3)nc2n(CCC)c1=O,48
2925,CCCC1C(=O)Nc2nc(-c3ccc(OCC(=O)NC4CC(C)(C)N([O])C(C)(C)C4)cc3)[nH]c2C1=O,48
3151,CNc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2F)n1,47.8
3288,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCC3)ccc1C2=O,47.5
1748,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc5c(c4)OCO5)no3)[nH]c2n(CCC)c1=O,47
2386,O=C(Nc1ccc(-c2ccncc2)c(-c2ccccn2)n1)C1CC1,47
2659,CC(=O)Nc1ccc(-c2ccncn2)c(-c2ccco2)n1,47
3199,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccc5c(c4)OCO5)no3)[nH]c2n(CCC)c1=O,47
1953,Cn1c(Cc2c(F)cccc2F)nc2c1c(=O)n(CC1CC1)c(=O)n2Cc1ccco1,46.77
889,CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3O)nc2n(CCC)c1=O,46.5
1635,Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1,46
1662,CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,46
2583,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccccn4)c3)nc2n(CC)c1=O,46
2316,CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc21,45.71
3194,COc1cc(OC)cc(-c2nc(N)nc(-c3ccccc3)c2C#N)c1,45.1
8,CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C)nc4)c3)nc2n(CC)c1=O,45
1064,COc1ccc(CC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1,45
2720,Cn1c(=O)c2[nH]c(-c3cccc(OCC(=O)Nc4ccc(Br)cc4)c3)cc2n(C)c1=O,44.67
87,CCCn1c(=O)c2nc(-c3cnn(Cc4cccc(C)c4F)c3)[nH]c2n(CCC)c1=O,44
1769,CCCn1c(=O)c2[nH]c(-c3ccc(O)cc3)cc2n(CCC)c1=O,44
3134,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,44
1114,CCCn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(Cc2ccco2)c1=O,43.65
1914,CCCn1c(=O)c2[nH]c(-c3ccc(OC(C)C(=O)O)cc3)cc2n(CCC)c1=O,43.65
1915,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(C)c1=O,43.65
2051,COc1cc(OCC(=O)N2CCc3ccccc3C2)ccc1-c1cc2c([nH]1)c(=O)n(C)c(=O)n2C,43.65
2836,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(OCCCN3CCCCC3)ccc1C2=O,43.5
1072,CC1=C(C(=O)OC(C)C)C(c2cocn2)n2c(nc3ccccc32)N1,43.41
1719,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)N(CC(=O)OCC)CC(=O)OCC)cc3)[nH]c2n(CCC)c1=O,43.4
3138,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2c(c1)OCO2,43.3
546,CCOC(=O)C1=C(C)NC(=S)NC1c1ccoc1,43.1
2022,CCOC(=O)C1=C(C)NC(=S)NC1c1ccoc1,43.1
299,CCCn1c(=O)c2nc(-c3ccc(S(=O)(=O)Oc4cccc([N+](=O)[O-])c4)cc3)[nH]c2n(CCC)c1=O,43
1003,Nc1nc(-c2ccco2)c2nnn(Cc3ccc(N)c(F)c3)c2n1,43
1186,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CCN(c5cccc(F)c5)C4=O)c3)nc2n(CCC)c1=O,43
1270,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@H](O)[C@@H]1O,43
2171,O=C(Nc1cnc(-c2ccncc2)c(-c2cnco2)n1)C1CC1,43
588,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5ccc(F)cc5)CC4)cc3)cc2n(CCC)c1=O,42.7
1448,CCN(Cc1ccccc1)C(=O)COc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,42.66
2773,CCC(=O)Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1,42.5
162,CC1=C(C(=O)OCC(F)(F)F)C(c2ccoc2)n2c(nc3ccccc32)N1,42.1
347,CCCn1c(=O)[nH]c2cc(-c3ccccc3)[nH]c2c1=O,42
658,O=C(Nc1ccc(-c2ccncc2)c(-c2nccs2)n1)C1CC1,42
704,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,42
870,CCCn1c(=O)c2nc(-c3cnn(Cc4nc(-c5cccc(C(F)(F)F)c5)no4)c3)[nH]c2n(CCC)c1=O,42
1663,CCCn1c(=O)c2nc(-c3ccc(OCc4nc(-c5cccc(Cl)c5)no4)cc3)[nH]c2n(CCC)c1=O,42
1820,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,42
2582,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cc(-c5ccc(Cl)cc5)on4)c3)nc2n(CC)c1=O,42
2860,N#Cc1c(N)nc(SCc2cscn2)nc1-c1ccc2c(c1)OCO2,42
2878,CC(C)Cn1c(=O)c2[nH]c(-c3cn[nH]c3)nc2n(C)c1=O,42
461,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5cccc(F)c5)C4)c3)nc2n(CCC)c1=O,41
1111,CCCn1c(=O)c2nc(-c3cc(OCC(=O)Nc4ccncc4)nn3C)[nH]c2n(CCC)c1=O,41
1217,N#Cc1ccc(NC(=O)C2CC2)nc1-c1ccco1,41
1934,CC(C)(NC(=O)COc1ccc2[nH]c(=O)c(-c3nccs3)c(CCc3ccc(F)cc3)c2c1)c1ccccc1,41
952,CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1,40.8
